org,dst,CO2,NOx,CO,HC
CGO,PVG,0.0036,0.0173,0.00380,0.000370923
KMG,CTU,0.0036,0.0167,0.00451,0.000383477
CGQ,TNA,0.0036,0.0157,0.00410,0.000391302
XIY,TSN,0.0036,0.0162,0.00351,0.000306853
TFU,CGO,0.0036,0.0165,0.00315,0.000260949
CGQ,TAO,0.0036,0.0156,0.00406,0.000373356
TNA,XIY,0.0036,0.0149,0.00407,0.000338948
HFE,CAN,0.0036,0.0154,0.00333,0.000267649
SHE,SYX,0.0036,0.0148,0.00363,0.000297122
PKX,WUH,0.0036,0.0149,0.00340,0.000297986
LHW,NKG,0.0036,0.0166,0.00363,0.000330602
XMN,WUH,0.0035,0.0174,0.00278,0.000246388
KHG,PEK,0.0035,0.0191,0.00226,9.79E-05
CAN,WNZ,0.0035,0.0182,0.00331,0.000324296
YNT,TFU,0.0035,0.0153,0.00371,0.00028066
SHE,WUH,0.0035,0.0155,0.00357,0.000310444
CGO,NNG,0.0035,0.0157,0.00334,0.000302518
TAO,CGQ,0.0035,0.0158,0.00399,0.000375117
CAN,LJG,0.0035,0.0151,0.00458,0.000423594
KHN,KMG,0.0035,0.0158,0.00375,0.000339757
TFU,NGB,0.0035,0.0166,0.00338,0.000316099
PVG,PEK,0.0035,0.0162,0.00717,0.000573691
TNA,CSX,0.0035,0.0153,0.00367,0.000331319
CGQ,TFU,0.0035,0.0160,0.00329,0.000261635
CSX,LHW,0.0035,0.0158,0.00307,0.000256663
SJW,KMG,0.0035,0.0145,0.00333,0.00029344
NKG,DLC,0.0035,0.0168,0.00395,0.000388677
SWA,PKX,0.0035,0.0164,0.00294,0.000266249
TFU,FOC,0.0035,0.0166,0.00237,0.000198599
CTU,KMG,0.0035,0.0158,0.00459,0.00038357
CAN,DLC,0.0035,0.0164,0.00348,0.000294674
HGH,TYN,0.0035,0.0160,0.00340,0.000314894
FOC,KWE,0.0035,0.0160,0.00296,0.000265043
XMN,KWE,0.0035,0.0163,0.00274,0.000246484
TFU,SJW,0.0035,0.0172,0.00341,0.00031597
TFU,YNT,0.0035,0.0170,0.00341,0.000307039
ZUH,TFU,0.0035,0.0164,0.00321,0.000277899
WUX,XIY,0.0035,0.0154,0.00412,0.000367171
KHN,HAK,0.0034,0.0153,0.00397,0.000323373
XIY,ZUH,0.0034,0.0150,0.00310,0.000281517
TFU,NTG,0.0034,0.0172,0.00272,0.000255404
NTG,TFU,0.0034,0.0150,0.00333,0.000275569
TYN,CSX,0.0034,0.0152,0.00345,0.000319681
TFU,NNG,0.0034,0.0161,0.00389,0.000367942
TFU,CGQ,0.0034,0.0173,0.00298,0.00026937
TNA,CGQ,0.0034,0.0158,0.00362,0.00035134
NNG,TFU,0.0034,0.0158,0.00395,0.00037012
WUH,NNG,0.0034,0.0162,0.00285,0.000264281
XNN,PKX,0.0034,0.0157,0.00388,0.000367238
LUM,KMG,0.0034,0.0153,0.00447,0.000440132
PEK,KHN,0.0034,0.0156,0.00299,0.00024535
CGO,FOC,0.0034,0.0158,0.00286,0.000257729
TNA,CTU,0.0034,0.0149,0.00367,0.000251434
HET,NKG,0.0034,0.0156,0.00347,0.000315012
CSX,NKG,0.0034,0.0176,0.00350,0.000356006
INC,PVG,0.0034,0.0165,0.00342,0.000342837
NGB,TFU,0.0034,0.0143,0.00385,0.000312002
CTU,CSX,0.0034,0.0175,0.00318,0.000258925
FOC,CTU,0.0034,0.0165,0.00313,0.000233362
LHW,SZX,0.0034,0.0150,0.00308,0.000196655
DLC,XIY,0.0034,0.0149,0.00357,0.000245864
WUH,HRB,0.0034,0.0153,0.00259,0.000230133
TFU,KMG,0.0033,0.0152,0.00388,0.000331579
WUH,CGQ,0.0033,0.0159,0.00287,0.000239659
SYX,SHE,0.0033,0.0140,0.00329,0.000275875
SYX,TNA,0.0033,0.0165,0.00272,0.000278022
TFU,HAK,0.0033,0.0161,0.00308,0.000292331
LHW,CAN,0.0033,0.0149,0.00360,0.000250177
XMN,TNA,0.0033,0.0158,0.00284,0.000240091
NKG,XMN,0.0033,0.0149,0.00407,0.00038174
INC,PEK,0.0033,0.0159,0.00342,0.000281831
KHG,TFU,0.0033,0.0138,0.00302,0.00018755
ZUH,HGH,0.0033,0.0163,0.00252,0.000243489
WUH,CKG,0.0033,0.0157,0.00292,0.000273062
TYN,KMG,0.0033,0.0134,0.00413,0.000374063
SZX,SYX,0.0033,0.0172,0.00337,0.000293572
NKG,LHW,0.0033,0.0131,0.00431,0.000364369
SYX,WUH,0.0033,0.0158,0.00351,0.000330216
SJW,TFU,0.0033,0.0148,0.00332,0.000283571
NNG,XIY,0.0032,0.0153,0.00292,0.000279365
SYX,CAN,0.0032,0.0159,0.00333,0.000298915
NGB,PEK,0.0032,0.0153,0.00359,0.000292434
CGQ,CGO,0.0032,0.0135,0.00331,0.000286177
PVG,CGO,0.0032,0.0144,0.00357,0.000306573
CTU,FOC,0.0032,0.0170,0.00254,0.00020571
KWE,XIY,0.0032,0.0162,0.00338,0.00034236
TAO,SHE,0.0032,0.0146,0.00351,0.000336419
ZUH,CKG,0.0032,0.0155,0.00278,0.000265868
KMG,LHW,0.0032,0.0147,0.00360,0.00034836
PVG,ZHA,0.0032,0.0147,0.00342,0.000318618
CKG,SHE,0.0032,0.0150,0.00319,0.000284751
KWL,PKX,0.0032,0.0150,0.00269,0.00024671
HAK,SZX,0.0032,0.0147,0.00378,0.000354233
NNG,CGO,0.0032,0.0142,0.00276,0.000251388
PKX,NNG,0.0031,0.0136,0.00286,0.000256314
XIY,KWE,0.0031,0.0153,0.00347,0.000345011
KMG,NGB,0.0031,0.0152,0.00314,0.000308426
XIY,WUX,0.0031,0.0153,0.00330,0.000320612
HGH,ZUH,0.0031,0.0141,0.00263,0.000240951
CKG,HFE,0.0031,0.0153,0.00313,0.000310299
ZUH,CGO,0.0031,0.0146,0.00248,0.0002297
WNZ,PKX,0.0031,0.0148,0.00283,0.000275446
PKX,KWL,0.0031,0.0139,0.00280,0.000251206
CSX,CGQ,0.0031,0.0155,0.00271,0.000226833
CAN,SJW,0.0031,0.0132,0.00328,0.000273295
TYN,HGH,0.0031,0.0145,0.00329,0.000324608
PEK,KHG,0.0031,0.0140,0.00259,0.00011185
KMG,KHN,0.0031,0.0150,0.00287,0.000273018
SYX,KWE,0.0031,0.0147,0.00357,0.00034551
XIY,HRB,0.0031,0.0137,0.00343,0.000317516
WNZ,TFU,0.0031,0.0137,0.00302,0.000266411
HAK,TFU,0.0031,0.0144,0.00299,0.00028485
PKX,SWA,0.0031,0.0138,0.00243,0.000211832
TFU,KHN,0.0031,0.0146,0.00282,0.000240145
WUX,CTU,0.0031,0.0134,0.00343,0.000268583
TNA,SYX,0.0030,0.0146,0.00259,0.000258778
CTU,SYX,0.0030,0.0147,0.00316,0.000251014
WUH,LHW,0.0030,0.0136,0.00317,0.000290489
HFE,CKG,0.0030,0.0130,0.00350,0.000314237
NGB,KMG,0.0030,0.0130,0.00355,0.000316218
SJW,CAN,0.0030,0.0123,0.00345,0.000276541
CSX,XMN,0.0030,0.0153,0.00268,0.00025808
HAK,NKG,0.0030,0.0141,0.00284,0.00026491
DLC,CAN,0.0030,0.0127,0.00350,0.000275473
PVG,JHG,0.0030,0.0125,0.00288,0.000225563
HET,HLD,0.0030,0.0122,0.00357,0.000252579
KMG,SYX,0.0030,0.0156,0.00288,0.000271722
KWE,CGO,0.0030,0.0132,0.00301,0.000272382
WNZ,CKG,0.0030,0.0144,0.00268,0.000254891
PVG,CSX,0.0030,0.0138,0.00391,0.000382241
XMN,CSX,0.0030,0.0150,0.00264,0.000249809
CGO,AKU,0.0030,0.0138,0.00266,0.000233324
CGO,HGH,0.0030,0.0151,0.00276,0.000272676
XIY,NGB,0.0030,0.0143,0.00300,0.000296026
CTU,TAO,0.0030,0.0158,0.00245,0.000184685
PVG,XNN,0.0030,0.0112,0.00400,0.00027257
CTU,WUX,0.0030,0.0152,0.00277,0.000243044
WNZ,XIY,0.0030,0.0133,0.00334,0.000287692
SHA,KWE,0.0030,0.0127,0.00379,0.00033209
XIY,KHN,0.0029,0.0138,0.00281,0.000260914
WUH,PVG,0.0029,0.0140,0.00321,0.000308029
SHA,ZUH,0.0029,0.0132,0.00304,0.000286666
CSX,NGB,0.0029,0.0151,0.00231,0.000224257
XIY,NNG,0.0029,0.0133,0.00280,0.000261499
HRB,WUH,0.0029,0.0123,0.00219,0.00017577
TFU,ZUH,0.0029,0.0136,0.00269,0.000227304
TFU,TYN,0.0029,0.0141,0.00324,0.000307432
NNG,PKX,0.0029,0.0132,0.00257,0.000242605
CGO,ZUH,0.0029,0.0131,0.00250,0.000226037
FOC,TSN,0.0029,0.0131,0.00235,0.000212747
CGO,LJG,0.0029,0.0123,0.00333,0.000285468
SZX,DLC,0.0029,0.0147,0.00261,0.000239269
KWE,SYX,0.0029,0.0136,0.00307,0.000288323
NGB,XIY,0.0029,0.0124,0.00342,0.000306385
KHN,PKX,0.0029,0.0136,0.00232,0.000208933
DLC,NKG,0.0029,0.0144,0.00345,0.000355929
NKG,HAK,0.0029,0.0126,0.00305,0.000280333
ZUH,SHA,0.0029,0.0137,0.00285,0.000284518
SWA,PVG,0.0029,0.0138,0.00332,0.000331144
CGO,DLC,0.0029,0.0139,0.00245,0.000237354
CGQ,CTU,0.0029,0.0130,0.00249,0.000118901
KMG,HAK,0.0029,0.0138,0.00272,0.000258622
NKG,HET,0.0029,0.0119,0.00379,0.000349368
TFU,CZX,0.0028,0.0141,0.00278,0.000248764
PVG,HET,0.0028,0.0126,0.00334,0.000276146
WUH,ZUH,0.0028,0.0134,0.00253,0.000238898
SYX,SJW,0.0028,0.0133,0.00257,0.000249975
TSN,SYX,0.0028,0.0129,0.00285,0.000263424
FOC,TAO,0.0028,0.0132,0.00237,0.000220584
TYN,NKG,0.0028,0.0125,0.00334,0.000294744
TFU,AKU,0.0028,0.0115,0.00304,0.000183719
TFU,WNZ,0.0028,0.0141,0.00238,0.000230191
CZX,TFU,0.0028,0.0121,0.00344,0.000267808
SJW,SYX,0.0028,0.0129,0.00256,0.000244469
LJG,NKG,0.0028,0.0121,0.00317,0.000235215
ZHA,PVG,0.0028,0.0134,0.00309,0.000305404
XIY,DLC,0.0028,0.0140,0.00273,0.000236738
KHN,CKG,0.0028,0.0127,0.00270,0.000220545
NKG,TYN,0.0028,0.0117,0.00360,0.000303228
WUH,TNA,0.0028,0.0134,0.00250,0.000235953
WUH,DLC,0.0028,0.0136,0.00269,0.000249305
NKG,LJG,0.0028,0.0105,0.00392,0.000268061
TSN,KWE,0.0028,0.0115,0.00225,0.000184779
JHG,PVG,0.0028,0.0127,0.00233,0.000213776
KMG,LXA,0.0028,0.0115,0.00295,0.000219595
KHN,TAO,0.0028,0.0129,0.00278,0.000228237
ZUH,NKG,0.0028,0.0137,0.00268,0.000257487
TFU,YIN,0.0028,0.0113,0.00278,0.000154711
HGH,CGO,0.0028,0.0134,0.00268,0.000260757
TFU,KRL,0.0028,0.0119,0.00274,0.000171263
LHW,KMG,0.0027,0.0112,0.00339,0.000310248
PVG,LXA,0.0027,0.0125,0.00218,8.73E-05
SZX,WNZ,0.0027,0.0143,0.00245,0.000249367
LHW,CSX,0.0027,0.0121,0.00253,0.000216808
KWE,FOC,0.0027,0.0124,0.00236,0.000216612
CGO,HET,0.0027,0.0125,0.00255,0.000222968
TAO,HGH,0.0027,0.0122,0.00286,0.000274136
TAO,XMN,0.0027,0.0115,0.00255,0.00023132
LJG,CAN,0.0027,0.0112,0.00382,0.000363925
SYX,CTU,0.0027,0.0123,0.00306,0.000243641
NGB,TAO,0.0027,0.0139,0.00246,0.00024728
SYX,TSN,0.0027,0.0121,0.00270,0.000253056
PVG,WUH,0.0027,0.0119,0.00307,0.000279392
WUH,TSN,0.0027,0.0127,0.00269,0.000243494
WNZ,SZX,0.0027,0.0127,0.00282,0.000275683
PEK,NGB,0.0027,0.0127,0.00246,0.000226897
CSX,DLC,0.0027,0.0127,0.00260,0.000247853
CTU,CGQ,0.0027,0.0134,0.00201,0.000130491
SHA,YNT,0.0027,0.0133,0.00292,0.000294973
CGQ,WUH,0.0026,0.0111,0.00249,0.000189027
SHE,HFE,0.0026,0.0113,0.00267,0.000236125
XMN,HGH,0.0026,0.0129,0.00213,0.000202535
TYN,TFU,0.0026,0.0116,0.00306,0.000269309
HGH,SJW,0.0026,0.0128,0.00227,0.00022195
TNA,XMN,0.0026,0.0114,0.00222,0.000178901
SHA,WUH,0.0026,0.0115,0.00364,0.00035686
SZX,XUZ,0.0026,0.0124,0.00240,0.000232997
CKG,WNZ,0.0026,0.0133,0.00206,0.000211281
PVG,SWA,0.0026,0.0111,0.00331,0.000314249
TSN,HRB,0.0026,0.0117,0.00264,0.000241646
TSN,FOC,0.0026,0.0116,0.00201,0.000181989
CKG,CSX,0.0026,0.0125,0.00268,0.000266399
XNN,PVG,0.0026,0.0107,0.00313,0.000241493
FOC,NNG,0.0026,0.0121,0.00193,0.000178196
PKX,WNZ,0.0026,0.0125,0.00236,0.000239217
CGQ,CSX,0.0026,0.0119,0.00230,0.000177161
JJN,KWE,0.0026,0.0118,0.00248,0.000235715
HAK,KHN,0.0025,0.0107,0.00308,0.000246602
KWE,SHA,0.0025,0.0115,0.00313,0.000303951
WUH,HET,0.0025,0.0117,0.00253,0.000229907
TFU,YIW,0.0025,0.0134,0.00201,0.000182305
XIY,WNZ,0.0025,0.0124,0.00243,0.000227056
AKU,TFU,0.0025,0.0102,0.00265,0.000154628
KWE,XMN,0.0025,0.0111,0.00208,0.000187333
AKU,CGO,0.0025,0.0119,0.00200,0.00017656
SWA,CKG,0.0025,0.0122,0.00256,0.000242937
TFU,LJG,0.0025,0.0116,0.00324,0.000274648
PEK,PVG,0.0025,0.0128,0.00264,0.000176937
WUH,SHA,0.0025,0.0117,0.00300,0.000296997
SYX,KMG,0.0025,0.0115,0.00287,0.000269258
WUH,XIY,0.0025,0.0123,0.00249,0.000225837
CAN,YIW,0.0025,0.0116,0.00231,0.000194184
HET,PVG,0.0025,0.0114,0.00273,0.0002385
ZUH,WUH,0.0025,0.0120,0.00226,0.000219456
CGO,CKG,0.0025,0.0107,0.00245,0.000178195
NKG,PEK,0.0025,0.0124,0.00224,0.000171422
SZX,LJG,0.0025,0.0107,0.00315,0.000283021
SWA,TFU,0.0024,0.0122,0.00227,0.000217947
JJN,CKG,0.0024,0.0108,0.00247,0.00022519
PVG,TAO,0.0024,0.0122,0.00292,0.000297515
KWE,SZX,0.0024,0.0107,0.00229,0.000205773
NGB,CKG,0.0024,0.0105,0.00281,0.000251968
HET,URC,0.0024,0.0105,0.00202,0.000157562
LJG,CGO,0.0024,0.0102,0.00259,0.000222729
YIN,TFU,0.0024,0.0097,0.00237,0.000133903
SZX,SJW,0.0024,0.0108,0.00241,0.000221745
SYX,SZX,0.0024,0.0111,0.00266,0.000217935
SYX,TYN,0.0024,0.0113,0.00216,0.000213588
KRL,TFU,0.0024,0.0104,0.00234,0.000143984
CGQ,HFE,0.0024,0.0099,0.00293,0.000265483
SHE,TNA,0.0024,0.0109,0.00233,0.000220891
SHE,TYN,0.0024,0.0111,0.00250,0.000236631
XMN,NNG,0.0024,0.0114,0.00173,0.000157122
XMN,HAK,0.0024,0.0116,0.00207,0.000183554
LHW,TNA,0.0024,0.0109,0.00238,0.000230084
SHE,KMG,0.0023,0.0092,0.00270,0.000131135
TFU,SWA,0.0023,0.0119,0.00195,0.000189263
CAN,KWE,0.0023,0.0109,0.00199,0.00018125
DLC,SZX,0.0023,0.0111,0.00226,0.000202065
HAK,TNA,0.0023,0.0108,0.00205,0.000195977
TYN,SYX,0.0023,0.0109,0.00214,0.000208261
KMG,TCZ,0.0023,0.0111,0.00226,0.000212635
HFE,CGQ,0.0023,0.0105,0.00263,0.000248537
CSX,INC,0.0023,0.0111,0.00210,0.000195784
CKG,NGB,0.0023,0.0110,0.00249,0.00024497
JJN,HSN,0.0023,0.0111,0.00208,0.000191763
JJN,KMG,0.0023,0.0101,0.00217,0.000194896
WUH,TYN,0.0023,0.0109,0.00216,0.000203206
HAK,KMG,0.0023,0.0100,0.00262,0.000239705
HAK,TYN,0.0023,0.0102,0.00220,0.000150598
CKG,ZUH,0.0023,0.0105,0.00234,0.000224787
KWE,TSN,0.0023,0.0101,0.00192,0.000175795
SHA,LHW,0.0023,0.0096,0.00292,0.000263447
TSN,WUH,0.0023,0.0102,0.00220,0.000185925
YIW,TFU,0.0023,0.0106,0.00232,0.00018157
CSX,LJG,0.0023,0.0102,0.00263,0.000241106
NNG,WUH,0.0023,0.0106,0.00203,0.000192043
HGH,INC,0.0023,0.0100,0.00267,0.000220002
SHE,URC,0.0023,0.0094,0.00239,0.000157455
INC,HGH,0.0023,0.0111,0.00220,0.000197252
TNA,LHW,0.0023,0.0096,0.00239,0.00021158
TYN,HAK,0.0023,0.0097,0.00221,0.000146428
LJG,PKX,0.0023,0.0101,0.00243,0.000234568
DLC,PEK,0.0023,0.0103,0.00230,0.000192493
NKG,CSX,0.0023,0.0098,0.00326,0.000317586
PVG,MIG,0.0023,0.0102,0.00245,0.000228248
SHE,CTU,0.0023,0.0098,0.00228,0.000195515
PEK,DLC,0.0023,0.0113,0.00212,0.000200433
FOC,CAN,0.0022,0.0106,0.00208,0.000181139
YIW,PKX,0.0022,0.0103,0.00201,0.000191004
DLC,CSX,0.0022,0.0098,0.00229,0.000206597
SZX,NTG,0.0022,0.0108,0.00199,0.000193442
ZUH,KMG,0.0022,0.0104,0.00215,0.000204529
NGB,CSX,0.0022,0.0101,0.00229,0.000210081
HGH,HET,0.0022,0.0096,0.00230,0.000187316
TFU,BHY,0.0022,0.0109,0.00215,0.000156467
JJN,CGO,0.0022,0.0101,0.00225,0.000210956
JJN,TFU,0.0022,0.0102,0.00241,0.000223672
URC,HFE,0.0022,0.0104,0.00138,0.000123222
HET,TGO,0.0022,0.0077,0.00399,0.000264441
SHE,WUX,0.0022,0.0101,0.00212,0.000196199
PEK,NKG,0.0022,0.0121,0.00202,0.000183332
URC,HET,0.0022,0.0098,0.00180,0.000141081
PKX,DLC,0.0022,0.0122,0.00209,0.00021428
DLC,CGO,0.0022,0.0096,0.00218,0.000197881
HAK,KWE,0.0022,0.0098,0.00223,0.000196166
PEK,YNT,0.0022,0.0113,0.00214,0.000207387
YIW,CAN,0.0022,0.0092,0.00229,0.000175069
KHN,NNG,0.0022,0.0100,0.00200,0.000170284
DLU,PEK,0.0022,0.0101,0.00157,0.000152396
HET,HGH,0.0022,0.0098,0.00211,0.000181634
HGH,TSN,0.0022,0.0100,0.00201,0.00017267
HGH,XMN,0.0022,0.0101,0.00222,0.000210157
TAO,PVG,0.0022,0.0108,0.00250,0.000252528
URC,KWE,0.0022,0.0092,0.00212,0.00018623
YNT,PEK,0.0022,0.0101,0.00224,0.000202923
KMG,INC,0.0022,0.0097,0.00241,0.000223911
WUH,WNZ,0.0022,0.0106,0.00204,0.000198777
LJG,PEK,0.0022,0.0088,0.00179,9.73E-05
TSN,HGH,0.0022,0.0100,0.00193,0.000164038
NNG,CKG,0.0021,0.0106,0.00226,0.000226168
HFE,URC,0.0021,0.0087,0.00177,0.000131577
KMG,JHG,0.0021,0.0103,0.00237,0.00023219
CGO,JJN,0.0021,0.0098,0.00215,0.000202611
HRB,TSN,0.0021,0.0090,0.00251,0.000223994
CAN,CZX,0.0021,0.0101,0.00236,0.000212055
FOC,PVG,0.0021,0.0115,0.00222,0.00023336
KMG,XUZ,0.0021,0.0107,0.00188,0.000181067
PVG,SJW,0.0021,0.0096,0.00181,0.000166569
INC,PKX,0.0021,0.0099,0.00225,0.000223055
PKX,YIW,0.0021,0.0100,0.00170,0.000160863
WUX,SHE,0.0021,0.0098,0.00197,0.000181338
TNA,HAK,0.0021,0.0095,0.00189,0.000172943
KWL,NKG,0.0021,0.0097,0.00224,0.000195908
LHW,WUH,0.0021,0.0088,0.00181,0.000152294
TSN,KWL,0.0021,0.0092,0.00184,0.000161462
KMG,JJN,0.0021,0.0097,0.00190,0.000177886
KWL,PEK,0.0021,0.0097,0.00180,0.000165347
HET,WUH,0.0021,0.0095,0.00191,0.000165678
HRB,XUZ,0.0021,0.0093,0.00272,0.000246728
YNT,HRB,0.0021,0.0093,0.00277,0.000263267
HET,HLH,0.0021,0.0066,0.00418,0.000253633
CSX,JHG,0.0021,0.0093,0.00223,0.000192856
KMG,SHE,0.0021,0.0090,0.00190,0.000120656
CSX,XNN,0.0021,0.0095,0.00207,0.000186114
SHE,PEK,0.0021,0.0103,0.00221,0.000184734
JHG,PKX,0.0021,0.0094,0.00197,0.000186729
NTG,SZX,0.0021,0.0094,0.00208,0.000195464
KMG,URC,0.0021,0.0090,0.00208,0.000179061
CAN,YNT,0.0021,0.0091,0.00193,0.000167087
MIG,PVG,0.0021,0.0106,0.00205,0.000212467
TSN,LHW,0.0021,0.0085,0.00183,0.000138176
SZX,INC,0.0021,0.0089,0.00213,0.000146704
KWE,URC,0.0021,0.0087,0.00212,0.00019006
CAN,FOC,0.0021,0.0103,0.00191,0.000173281
SWA,KMG,0.0021,0.0093,0.00196,0.000182419
WNZ,CGO,0.0021,0.0091,0.00198,0.000177485
NKG,KWL,0.0021,0.0085,0.00252,0.000199419
PKX,LJG,0.0021,0.0085,0.00249,0.000226871
LXA,PVG,0.0021,0.0111,0.00139,6.19E-05
HGH,YNT,0.0021,0.0094,0.00236,0.000189875
CKG,SWA,0.0021,0.0097,0.00220,0.000207919
NKG,ZUH,0.0021,0.0086,0.00271,0.000254651
KMG,ZUH,0.0021,0.0098,0.00189,0.000182742
YNT,SHA,0.0021,0.0097,0.00217,0.000211948
DLC,WUH,0.0021,0.0087,0.00204,0.000174563
CKG,WUH,0.0020,0.0092,0.00174,0.000158155
WNZ,CTU,0.0020,0.0088,0.00236,0.000209538
ZUH,HFE,0.0020,0.0104,0.00168,0.000165193
HFE,SHE,0.0020,0.0087,0.00227,0.000211154
BHY,TFU,0.0020,0.0099,0.00218,0.000169504
KHN,LHW,0.0020,0.0091,0.00227,0.000206935
INC,NKG,0.0020,0.0095,0.00177,0.000151005
CAN,LYI,0.0020,0.0094,0.00211,0.000203523
LJG,TFU,0.0020,0.0097,0.00268,0.000240983
CGO,WNZ,0.0020,0.0096,0.00171,0.000157734
HRB,YNT,0.0020,0.0090,0.00246,0.000227687
XIY,YNT,0.0020,0.0087,0.00226,0.00016272
XMN,CAN,0.0020,0.0100,0.00201,0.000184477
MIG,PEK,0.0020,0.0100,0.00188,0.000156657
LXA,KMG,0.0020,0.0087,0.00207,0.000158482
CGQ,CKG,0.0020,0.0086,0.00218,0.000199533
WNZ,HRB,0.0020,0.0102,0.00180,0.000180423
CKG,JJN,0.0020,0.0088,0.00216,0.00020513
HRB,CKG,0.0020,0.0091,0.00175,0.00016057
KWE,HAK,0.0020,0.0091,0.00207,0.000185322
TSN,CGQ,0.0020,0.0094,0.00180,0.000160482
JJN,PKX,0.0020,0.0091,0.00163,0.000150611
URC,SHE,0.0020,0.0086,0.00203,0.000160175
CZX,CAN,0.0020,0.0085,0.00259,0.000220697
PEK,KWL,0.0020,0.0085,0.00191,0.000165965
LHW,SHA,0.0020,0.0094,0.00208,0.000204414
KMG,SWA,0.0020,0.0093,0.00168,0.000159249
CKG,KHN,0.0020,0.0091,0.00194,0.000163435
TFU,INC,0.0020,0.0092,0.00254,0.000216497
WUH,KWE,0.0020,0.0092,0.00180,0.000165787
YNT,XIY,0.0020,0.0078,0.00228,0.00014511
CGO,CTU,0.0020,0.0092,0.00204,0.000114542
CTU,WNZ,0.0020,0.0097,0.00168,0.000154823
TAO,NGB,0.0020,0.0093,0.00202,0.000197875
HET,CIF,0.0020,0.0074,0.00326,0.000242718
SJW,HGH,0.0020,0.0094,0.00188,0.000185859
XUZ,SZX,0.0020,0.0080,0.00212,0.000190234
TAO,FOC,0.0019,0.0083,0.00197,0.00017959
XMN,TYN,0.0019,0.0094,0.00140,7.58E-05
TFU,ZHA,0.0019,0.0090,0.00204,0.00015629
NKG,INC,0.0019,0.0078,0.00225,0.000176286
PVG,TYN,0.0019,0.0082,0.00246,0.000223608
HET,CGO,0.0019,0.0083,0.00229,0.000210031
KRL,PEK,0.0019,0.0087,0.00174,0.000161802
WUH,XNN,0.0019,0.0086,0.00191,0.000173228
SYX,HFE,0.0019,0.0096,0.00153,0.000154335
KWE,JJN,0.0019,0.0085,0.00207,0.000200395
LHW,TSN,0.0019,0.0082,0.00219,0.000197235
TFU,JJN,0.0019,0.0088,0.00203,0.00019023
NTG,CAN,0.0019,0.0081,0.00206,0.000174466
KMG,CKG,0.0019,0.0092,0.00218,0.000215184
PEK,LJG,0.0019,0.0071,0.00238,9.50E-05
WUH,NGB,0.0019,0.0094,0.00211,0.000213687
TNA,WUH,0.0019,0.0079,0.00189,0.000168742
CGO,KHG,0.0019,0.0079,0.00174,0.000137858
PKX,KHN,0.0019,0.0080,0.00188,0.00016574
LJG,CKG,0.0019,0.0088,0.00218,0.000192418
INC,CSX,0.0019,0.0089,0.00168,0.000156887
CSX,HET,0.0019,0.0085,0.00182,0.000147779
HET,TFU,0.0019,0.0081,0.00161,0.000137297
SZX,YNT,0.0019,0.0084,0.00175,0.00015656
KWE,TAO,0.0019,0.0092,0.00148,0.00014754
SZX,MIG,0.0019,0.0081,0.00178,9.98E-05
HSN,JJN,0.0019,0.0083,0.00214,0.000197946
PKX,JHG,0.0019,0.0075,0.00204,0.000174845
CAN,NTG,0.0019,0.0087,0.00190,0.000172747
LJG,CSX,0.0019,0.0082,0.00199,0.000179588
XMN,HSN,0.0019,0.0091,0.00157,0.00014844
PVG,DYG,0.0019,0.0078,0.00247,0.000224705
TSN,LJG,0.0019,0.0073,0.00201,0.000119321
KRL,PKX,0.0019,0.0085,0.00168,0.000156766
ZUH,TSN,0.0019,0.0085,0.00149,0.000139341
JHG,NKG,0.0019,0.0082,0.00197,0.000164536
CTU,SHE,0.0019,0.0086,0.00191,0.000178681
PEK,MIG,0.0019,0.0089,0.00192,0.000163126
TFU,HET,0.0019,0.0085,0.00170,0.000155106
XUZ,HRB,0.0019,0.0084,0.00229,0.000217632
DLC,TFU,0.0019,0.0082,0.00149,0.000132608
WUX,PKX,0.0019,0.0088,0.00207,0.00019763
CTU,NGB,0.0019,0.0089,0.00190,0.000172882
CGO,INC,0.0018,0.0085,0.00140,0.00012432
SZX,CZX,0.0018,0.0098,0.00161,0.000158432
CGO,LXA,0.0018,0.0066,0.00258,0.000139754
TSN,HAK,0.0018,0.0077,0.00205,0.0001778
NKG,JHG,0.0018,0.0072,0.00240,0.000183637
DLC,PKX,0.0018,0.0091,0.00208,0.000209058
TFU,LHW,0.0018,0.0087,0.00254,0.000210175
SHE,YNT,0.0018,0.0087,0.00230,0.000229124
HAK,XMN,0.0018,0.0085,0.00178,0.000157632
TAO,KWE,0.0018,0.0080,0.00162,0.000145725
SJW,SZX,0.0018,0.0075,0.00196,0.000169519
KMG,NTG,0.0018,0.0090,0.00136,0.0001321
WNZ,WUH,0.0018,0.0080,0.00195,0.000180476
CKG,SJW,0.0018,0.0087,0.00199,0.000200063
NNG,SHA,0.0018,0.0084,0.00174,0.00017144
PEK,TAO,0.0018,0.0093,0.00195,0.000170002
KWL,TSN,0.0018,0.0080,0.00180,0.000169924
PVG,FOC,0.0018,0.0086,0.00244,0.00025281
KHN,SYX,0.0018,0.0087,0.00164,0.000157991
LJG,SZX,0.0018,0.0076,0.00234,0.000209962
NNG,FOC,0.0018,0.0081,0.00161,0.000151694
PKX,JJN,0.0018,0.0080,0.00145,0.000130953
CGO,LHW,0.0018,0.0081,0.00190,0.000176751
CKG,CGQ,0.0018,0.0080,0.00193,0.000183792
SZX,XNN,0.0018,0.0073,0.00227,0.000153995
